state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
AR,36,415, no, no,0,1576,117,2679,1843,58,1567,2404,99,1082,119,1,321,0, False
ME,113,415, no, no,0,2155,129,3664,2187,117,1859,2071,91,932,66,9,178,4, False
MN,94,415, no, no,0,1815,98,3086,1999,88,1699,2877,114,1295,66,5,178,1, False
MD,67,415, no, no,0,1717,80,2919,1104,81,938,1954,111,879,119,4,321,2, False
FL,127,415, no, no,0,2666,106,4532,2648,168,2251,2072,119,932,59,2,159,1, True
RI,121,408, no, no,0,1704,108,2897,3505,68,2979,297,87,1337,112,3,302,0, True
IA,158,415, no, no,0,158,106,2686,2925,114,2486,2411,89,1085,91,4,246,1, False
AZ,136,510, no, no,0,92,117,1564,2536,77,2156,2141,90,963,103,10,278,1, False
MO,196,415, no, no,0,234,109,3978,2495,114,2121,1731,70,779,91,5,246,2, False
VT,113,415, no, no,0,2721,111,4626,2685,118,2282,2138,105,962,85,10,23,1, True
IN,122,408, no, no,0,2964,99,5039,2148,89,1826,1339,107,603,114,3,308,4, True
RI,112,510, no, no,0,1944,101,3305,1903,82,1618,1834,107,825,114,2,308,0, False
SD,209,415, no, no,0,2272,128,3862,2584,92,2196,1835,74,826,89,4,24,3, False
MN,62,415, no, no,0,2487,109,4228,220,118,187,2657,78,1196,132,2,356,1, True
TX,110,415, no, yes,38,2363,102,4017,1959,112,1665,1835,82,826,97,6,262,1, False
VA,16,510, no, no,0,2056,69,3495,1695,93,1441,2201,64,99,109,3,294,0, False
MA,73,408, no, no,0,941,136,16,2803,122,2383,205,77,923,98,4,265,0, False
ID,128,408, no, no,0,1252,99,2128,2054,107,1746,2544,111,1145,189,2,51,0, False
MA,39,408, no, no,0,604,158,1027,3062,120,2603,1239,46,558,124,3,335,1, False
GA,103,415, no, yes,28,121,105,2057,2704,100,2298,1605,76,722,77,4,208,2, False
RI,119,415, no, yes,29,1178,66,2003,2568,114,2183,1476,76,664,76,3,205,3, False
ID,173,510, no, yes,21,2324,96,3951,2119,118,1801,273,102,1229,5,5,135,3, False
SD,128,510, yes, yes,32,2235,81,38,1888,74,1605,1549,101,697,94,2,254,2, True
MA,86,510, no, no,0,1763,79,2997,2592,97,2203,2874,78,1293,62,3,167,0, False
WY,114,415, no, yes,32,1252,79,2128,1778,105,1511,2324,89,1046,129,3,348,1, False
VA,104,408, no, no,0,1387,107,2358,2569,113,2184,2349,74,1057,10,3,27,0, False
OR,148,415, no, no,0,863,134,1467,2466,92,2096,2516,91,1132,113,4,305,1, False
VA,129,408, no, no,0,207,91,3519,1549,121,1317,2451,112,1103,134,5,362,3, False
ME,100,510, no, yes,30,588,104,10,2195,107,1866,1523,118,685,71,3,192,0, False
AL,121,408, no, yes,35,687,95,1168,2092,69,1778,1974,42,888,114,4,308,1, False
GA,143,408, no, yes,33,2392,109,4066,2355,112,2002,1563,95,703,95,4,257,1, False
IA,76,510, no, no,0,1983,130,3371,2171,86,1845,1884,96,848,125,3,338,0, False
AZ,158,510, no, no,0,2052,97,3488,2406,77,2045,797,108,359,144,12,389,0, False
FL,116,510, no, no,0,1921,98,3266,3129,135,266,1302,94,586,79,2,213,3, False
MT,54,415, no, no,0,2726,83,4634,2487,74,2114,1974,111,888,95,2,257,1, True
AL,86,415, no, no,0,1283,121,2181,1971,93,1675,1384,152,623,122,5,329,7, True
DE,108,510, no, no,0,1696,99,2883,2641,87,2245,2063,78,928,93,4,251,0, False
MT,66,510, no, no,0,2013,95,3422,1528,66,1299,2332,101,1049,75,4,203,1, False
KY,151,408, no, yes,17,2147,97,365,1385,90,1177,1691,44,761,86,4,232,1, False
SC,99,510, no, no,0,1692,70,2876,2715,77,2308,1702,104,766,106,2,286,0, False
WA,55,415, no, no,0,1941,121,33,1766,110,1501,3028,136,1363,7,7,189,2, False
OR,77,510, no, no,0,2338,104,3975,2665,94,2265,2127,104,957,76,3,205,2, False
AK,78,408, no, no,0,2251,67,3827,1992,127,1693,1755,102,79,146,2,394,0, False
GA,89,415, no, no,0,213,63,3621,1766,71,1501,2626,126,1182,91,1,246,1, True
MN,101,415, no, no,0,1839,115,3126,2559,101,2175,275,145,1238,108,11,292,1, False
IL,44,415, no, yes,34,2218,105,3771,1617,85,1374,2277,62,1025,14,7,378,0, False
IN,98,408, no, yes,21,646,98,1098,1761,86,1497,2448,84,1102,0,0,0,2, False
SC,64,510, no, yes,37,1546,92,2628,834,103,709,1659,99,747,133,3,359,1, False
VA,141,415, no, no,0,2602,131,4423,1792,120,1523,135,119,608,72,8,194,3, False
WI,81,415, no, yes,33,1616,117,2747,123,90,1046,2613,101,1176,122,5,329,1, False
VT,162,510, no, no,0,2206,117,375,1552,121,1319,1867,89,84,105,11,284,1, False
AZ,83,415, no, yes,41,1559,122,265,1623,107,138,1276,105,574,131,5,354,3, False
FL,100,510, no, no,0,107,63,1819,1057,67,898,2431,74,1094,128,3,346,4, True
AK,59,510, no, no,0,1825,104,3103,2047,95,174,2299,100,1035,113,8,305,4, False
AR,179,415, yes, yes,38,2201,78,3742,2343,71,1992,2373,85,1068,101,4,273,4, False
AR,79,408, no, no,0,1522,112,2587,1772,132,1506,964,87,434,53,3,143,1, False
AK,117,415, no, no,0,1815,95,3086,2051,88,1743,204,82,918,147,9,397,2, False
MS,64,408, yes, no,0,2362,77,4015,2186,85,1858,1941,97,873,132,2,356,2, True
ME,31,415, no, no,0,1661,105,2824,793,93,674,2137,98,962,127,2,343,1, False
CA,124,408, yes, no,0,2446,89,4158,1888,80,1605,206,114,927,113,4,305,1, False
NM,122,408, no, yes,23,1342,85,2281,2273,132,1932,1224,96,551,85,2,23,2, False
NE,37,408, yes, yes,39,1497,122,2545,2111,75,1794,1143,90,514,92,4,248,1, False
SC,90,408, no, yes,29,1501,109,2552,2647,103,225,1784,97,803,58,4,157,1, False
CO,159,408, yes, no,0,2571,53,4371,3122,127,2654,183,82,824,88,6,238,1, True
DE,148,415, no, no,0,1244,83,2115,1797,81,1527,253,99,1139,113,6,305,0, False
OH,39,415, no, yes,36,1417,121,2409,2323,113,1975,2221,131,999,12,5,324,1, False
MS,77,408, no, no,0,230,87,391,1032,138,877,3096,136,1393,113,3,305,2, False
OK,194,408, no, no,0,1623,88,2759,2137,118,1816,1921,81,864,109,2,294,0, False
CO,154,415, no, no,0,3508,75,5964,2165,94,184,2539,100,1143,101,9,273,1, True
NC,112,415, no, no,0,1933,96,3286,2641,123,2245,1286,115,579,91,3,246,4, False
MD,45,415, no, no,0,782,127,1329,2534,108,2154,255,100,1148,18,3,486,1, False
KS,132,415, no, no,0,834,110,1418,2322,137,1974,1467,114,66,76,5,205,1, False
MA,128,415, no, no,0,1956,99,3325,2678,120,2276,1649,76,742,16,2,432,0, False
NC,135,415, no, no,0,2018,81,3431,225,114,1913,2044,82,92,103,6,278,1, False
NM,56,408, no, no,0,197,110,3349,2228,102,1894,2253,91,1014,106,6,286,2, False
CA,151,415, yes, no,0,218,57,3706,1144,88,972,2692,95,1211,124,1,335,0, True
NY,32,415, no, no,0,1648,98,2802,2299,96,1954,1673,108,753,148,2,4,2, False
AZ,90,415, no, no,0,1792,77,3046,2107,99,1791,2769,58,1246,92,6,248,2, False
SD,87,415, no, yes,21,214,113,3638,180,114,153,1345,82,605,106,5,286,0, False
DC,138,415, no, no,0,1705,87,2899,1182,116,1005,1879,111,846,112,7,302,2, False
ND,79,408, no, no,0,2057,123,3497,2145,108,1823,2261,106,1017,67,18,181,1, False
MO,95,415, yes, no,0,1655,84,2814,2862,112,2433,1989,89,895,115,2,311,1, True
KS,127,415, no, no,0,221,100,3757,1607,113,1366,2331,96,1049,68,4,184,2, False
SD,137,510, no, no,0,2421,118,4116,191,93,1624,2186,50,984,147,2,397,3, False
OK,97,415, no, no,0,1516,107,2577,1554,96,1321,240,112,108,147,4,397,1, False
OR,149,415, yes, no,0,1762,87,2995,145,81,1233,2495,92,1123,57,4,154,0, False
IN,117,415, yes, yes,22,196,82,3332,3227,82,2743,2256,120,1015,37,5,1,1, False
OH,84,408, no, no,0,1595,125,2712,2471,90,21,1879,82,846,72,4,194,2, False
KS,137,415, no, no,0,2302,113,3913,2204,79,1873,2047,111,921,107,7,289,4, False
CT,99,415, no, no,0,1467,64,2494,274,99,2329,3213,98,1446,89,1,24,3, False
NH,54,510, no, no,0,2105,102,3579,2045,83,1738,1278,53,575,85,5,23,1, False
WI,85,415, no, no,0,102,95,1734,2702,139,2297,1482,105,667,107,3,289,1, False
MS,150,510, no, no,0,126,99,2142,2385,73,2027,2851,100,1283,102,6,275,3, False
WV,43,415, no, no,0,1684,125,2863,2438,89,2072,2147,102,966,111,2,3,1, False
MA,35,415, no, no,0,1056,129,1795,2582,129,2195,2131,77,959,87,3,235,0, False
MD,98,415, no, no,0,2065,92,3511,1762,152,1498,2328,115,1048,124,5,335,5, False
PA,112,510, no, no,0,2171,76,3691,2052,100,1744,1857,91,836,94,3,254,2, False
WI,16,510, no, no,0,2296,78,3903,2057,108,1748,1662,91,748,108,2,292,0, True
TN,98,415, no, yes,22,2783,89,4731,934,143,794,1076,42,484,97,5,262,0, False
TX,84,408, no, no,0,1386,102,2356,199,93,1692,2041,137,918,78,4,211,0, False
OR,94,415, no, no,0,2344,103,3985,2793,109,2374,2342,121,1054,2,2,54,1, True
IL,84,510, no, no,0,1815,129,3086,1307,112,1111,1865,118,839,85,4,23,1, False
DC,66,415, no, no,0,1673,91,2844,230,68,1955,1917,118,863,106,5,286,1, True
GA,98,415, no, yes,31,121,105,2057,2189,98,1861,2267,110,102,12,1,324,1, False
ID,74,415, no, no,0,2211,124,3759,1108,94,942,2401,112,108,106,3,286,0, False
UT,96,408, no, yes,26,1458,108,2479,1922,89,1634,1651,96,743,99,2,267,1, False
KY,119,510, no, no,0,2228,122,3788,1632,107,1387,1606,112,723,112,6,302,1, False
OH,73,415, no, no,0,1834,80,3118,242,115,2057,2014,100,906,75,3,203,4, False
WI,92,415, yes, no,0,2643,91,4493,1609,115,1368,1986,73,894,93,5,251,0, False
IL,21,415, no, no,0,146,78,2482,1097,79,932,2474,108,1113,68,7,184,0, False
DE,122,510, no, no,0,1571,134,2671,1849,122,1572,1972,59,887,85,5,23,4, True
RI,133,510, yes, no,0,1273,108,2164,2513,81,2136,135,88,608,103,3,278,1, False
TX,145,415, no, no,0,1879,110,3194,197,117,1675,167,108,752,48,4,13,2, False
OR,25,408, no, no,0,1788,90,304,1412,72,12,203,99,914,84,5,227,2, False
NV,64,415, no, no,0,972,80,1652,1862,90,1583,189,92,85,104,6,281,2, False
NE,85,415, no, no,0,2598,85,4417,2423,117,206,1688,72,76,54,1,146,0, False
MS,126,415, no, no,0,2565,112,4361,1995,90,1696,1883,122,847,7,5,189,3, False
OR,76,415, no, no,0,1695,77,2882,124,87,1054,2194,92,987,10,3,27,0, False
DE,113,415, no, no,0,2397,47,4075,2829,110,2405,2384,88,1073,87,3,235,2, True
DE,224,510, yes, no,0,1715,99,2916,160,103,136,2124,102,956,5,2,135,1, True
AZ,117,408, no, no,0,2399,84,4078,1748,106,1486,2095,93,943,98,2,265,0, False
SD,128,408, no, yes,34,1423,73,2419,1948,79,1656,2393,81,1077,16,6,432,1, False
NV,115,415, no, no,0,1841,98,313,327,73,278,2125,106,956,75,6,203,2, False
NM,141,415, no, yes,28,2069,126,3517,2644,126,2247,1718,124,773,93,11,251,2, False
MN,51,510, no, no,0,2599,114,4418,1762,94,1498,772,112,347,153,1,413,1, False
NJ,100,415, no, no,0,2038,122,3465,2831,76,2406,1973,83,888,125,3,338,0, False
IN,96,415, no, yes,45,2488,124,423,1403,77,1193,2636,102,1186,103,2,278,3, False
DC,112,415, no, yes,16,2216,110,3767,1302,123,1107,200,108,9,113,3,305,1, False
MA,129,510, yes, no,0,1929,131,3279,1855,101,1577,2052,130,923,109,4,294,1, False
ME,163,415, no, no,0,1224,129,2081,1134,108,964,1802,97,811,125,7,338,1, False
NH,67,415, no, yes,40,1049,65,1783,2163,93,1839,2174,128,978,96,9,259,1, False
AZ,140,408, no, no,0,1732,91,2944,1968,106,1673,2093,128,942,112,5,302,3, False
OR,49,510, no, no,0,1194,69,203,2733,92,2323,2144,153,965,124,7,335,2, False
KS,46,510, no, no,0,2503,100,4255,2606,90,2215,195,104,878,133,2,359,2, True
NE,148,415, no, no,0,1783,98,3031,2826,110,2402,181,98,815,114,4,308,1, False
MI,112,510, no, no,0,2434,77,4138,1821,97,1548,2592,94,1166,128,2,346,1, False
SC,78,415, no, no,0,155,106,2635,1753,101,149,1556,125,7,118,5,319,2, False
PA,61,408, no, yes,31,2887,101,4908,2038,102,1732,2032,49,914,86,3,232,0, False
MT,58,510, no, yes,29,2404,80,4087,1189,91,1011,1642,108,739,112,3,302,1, False
NM,155,415, no, no,0,1903,123,3235,3013,96,2561,2146,134,966,8,3,216,1, False
OH,100,510, no, no,0,278,76,4726,1767,74,1502,2195,126,988,83,4,224,0, True
WY,113,510, no, no,0,155,93,2635,3306,106,281,1894,123,852,135,3,365,1, False
MI,81,415, no, no,0,1535,99,261,1976,102,168,1985,86,893,63,2,17,2, False
AR,135,510, no, yes,27,2734,141,4648,154,99,1309,2458,112,1106,123,6,332,1, False
FL,99,408, no, no,0,1553,93,264,2657,95,2258,1457,67,656,124,4,335,0, False
AR,59,510, no, yes,29,1331,114,2263,2212,82,188,1316,103,592,68,3,184,1, False
MO,135,510, no, no,0,2468,129,4196,1878,121,1596,1545,109,695,126,5,34,1, False
WI,85,408, yes, no,0,1654,107,2812,196,126,1666,3492,110,1571,96,7,259,2, False
TX,70,510, no, no,0,595,103,1012,2572,106,2186,2083,86,937,111,6,3,0, False
TX,88,510, no, no,0,1383,116,2351,236,138,2006,1791,110,806,96,4,259,3, False
NM,55,510, no, no,0,2867,100,4874,1344,121,1142,1929,122,868,69,5,186,2, False
GA,75,415, no, no,0,1173,114,1994,2011,61,1709,1079,82,486,122,3,329,1, False
ID,79,510, no, yes,21,2643,79,4493,2028,118,1724,1734,92,78,63,3,17,4, False
AL,85,408, no, no,0,1279,107,2174,2712,124,2305,2022,76,91,125,5,338,0, False
KS,86,408, no, yes,23,2255,107,3834,2463,105,2094,2457,81,1106,98,2,265,0, False
SD,91,510, no, no,0,149,115,2533,2453,105,2085,260,94,117,83,3,224,0, False
LA,149,415, no, yes,20,1989,77,3381,274,88,2329,1907,76,858,143,9,386,1, False
OH,97,408, no, no,0,2564,125,4359,2739,100,2328,2227,101,1002,111,1,3,1, True
MA,88,415, no, no,0,2648,124,4502,2454,112,2086,1605,115,722,148,2,4,1, True
AZ,60,415, no, no,0,982,88,1669,1805,69,1534,2236,69,1006,93,2,251,2, False
KY,54,408, no, no,0,1598,99,2717,264,64,2244,1157,70,521,97,7,262,2, False
DC,11,415, no, yes,28,1906,86,324,2201,122,1871,1803,80,811,6,3,162,3, False
WA,109,415, no, no,0,184,120,3128,1204,119,1023,1537,86,692,11,3,297,0, False
UT,90,415, no, no,0,2618,128,4451,2206,104,1875,1366,91,615,96,5,259,1, False
RI,115,408, no, no,0,1479,109,2514,2284,117,1941,2997,90,1349,96,9,259,3, False
OH,144,415, no, yes,18,1064,109,1809,1081,113,919,2084,111,938,101,5,273,1, False
NV,91,408, no, no,0,1337,75,2273,1953,87,166,2805,89,1262,59,2,159,0, False
ND,105,415, no, yes,23,1935,85,329,2202,90,1872,2724,111,1226,85,5,23,0, False
NV,71,415, yes, no,0,1782,113,3029,1678,94,1426,1821,111,819,136,3,367,3, True
FL,132,510, no, yes,36,2262,103,3845,1816,125,1544,2588,102,1165,105,5,284,3, True
MD,112,415, no, no,0,1704,103,2897,2002,71,1702,2583,100,1162,116,4,313,1, False
AZ,86,415, no, yes,32,709,163,1205,1667,121,1417,2449,105,1102,111,5,3,3, False
AL,41,510, no, yes,34,1944,63,3305,2549,110,2167,1602,115,721,172,9,464,2, False
NE,44,415, no, no,0,2403,146,4085,1646,83,1399,2407,106,1083,106,2,286,1, False
NV,78,408, no, no,0,75,116,1275,2487,87,2114,176,83,792,95,6,257,3, False
IL,149,408, no, no,0,691,117,1175,1363,100,1159,1817,53,818,63,3,17,1, False
WV,72,510, no, yes,33,966,59,1642,3154,98,2681,1633,117,735,62,4,167,4, True
MI,139,415, no, yes,20,2146,101,3648,2351,132,1998,1628,132,733,148,12,4,0, False
AR,74,510, no, no,0,1485,111,2525,1465,42,1245,2892,83,1301,99,6,267,3, False
UT,50,510, no, no,0,2581,106,4388,1614,106,1372,2251,110,1013,117,5,316,1, False
GA,141,510, no, yes,23,1497,112,2545,1625,118,1381,2203,115,991,76,2,205,3, False
AZ,140,408, no, no,0,1498,134,2547,1644,98,1397,2947,124,1326,81,2,219,1, False
ID,99,408, no, no,0,1904,102,3237,1581,107,1344,2715,92,1222,112,4,302,2, False
HI,166,408, no, no,0,1814,108,3084,2538,54,2157,1123,94,505,116,6,313,1, False
NV,124,408, no, no,0,1511,123,2569,1874,104,1593,2554,93,1149,53,3,143,1, False
MD,74,415, no, no,0,1557,116,2647,1737,63,1476,2574,97,1158,81,4,219,0, False
GA,117,510, no, no,0,1499,95,2548,2561,110,2177,2127,92,957,133,13,359,2, False
GA,85,510, no, no,0,2223,132,3779,2315,101,1968,2235,75,1006,11,2,297,3, False
UT,36,415, no, yes,16,1494,111,254,1318,113,112,1327,87,597,67,2,181,0, False
MA,102,510, yes, no,0,2338,103,3975,2216,131,1884,1469,106,661,128,3,346,0, False
IN,76,415, no, no,0,2042,100,3471,2926,139,2487,2443,105,1099,105,2,284,0, False
VT,165,510, no, no,0,2429,126,4129,2098,65,1783,2284,126,1028,0,0,0,1, False
IA,130,415, no, no,0,1504,119,2557,2305,99,1959,1863,76,838,123,4,332,1, False
IN,78,415, no, no,0,2089,119,3551,2524,132,2145,2802,120,1261,128,7,346,0, False
AL,55,415, yes, no,0,1919,91,3262,2561,110,2177,2037,101,917,143,6,386,1, True
ME,92,415, yes, no,0,1307,113,2222,2606,122,2215,2442,98,1099,94,2,254,2, True
RI,129,415, no, yes,33,1196,104,2033,2787,88,2369,2634,175,1185,59,2,159,2, False
MD,18,408, no, no,0,2736,93,4651,1146,116,974,2506,120,1128,82,4,221,1, False
FL,161,415, yes, no,0,1561,114,2654,1803,63,1533,1796,115,808,111,9,3,2, False
CA,93,415, no, yes,36,1787,134,3038,1786,102,1518,1268,82,571,8,4,216,2, False
AL,144,415, no, no,0,1775,93,3018,2874,75,2443,1805,118,812,119,3,321,2, False
ME,75,408, yes, no,0,2113,61,3592,1056,119,898,1759,63,792,97,4,262,4, True
WV,95,415, no, no,0,1752,91,2978,2444,109,2077,758,95,341,75,2,203,1, False
SD,126,415, no, yes,23,1143,102,1943,1903,103,1618,2404,111,1082,126,7,34,3, False
FL,124,415, no, yes,28,2514,104,4274,2251,89,1913,2519,121,1134,75,5,203,1, False
MI,93,415, yes, no,0,2169,61,3687,2074,120,1763,2217,110,998,175,5,473,1, True
MI,109,415, yes, yes,26,2172,138,3692,1455,111,1237,2807,76,1263,93,3,251,0, False
NM,80,510, no, no,0,2063,97,3507,1549,98,1317,2636,82,1186,124,12,335,0, False
AK,41,415, no, no,0,1593,66,2708,1259,75,107,2619,76,1179,111,5,3,1, False
OH,136,415, no, yes,31,1431,88,2433,2366,65,2011,2278,120,1025,114,5,308,2, False
MO,92,415, no, no,0,154,122,2618,3298,88,2803,288,117,1296,56,2,151,3, True
KS,143,408, no, yes,24,1866,69,3172,222,116,1887,2349,138,1057,116,5,313,1, False
MS,118,415, no, yes,26,1708,114,2904,1995,125,1696,1697,98,764,96,5,259,5, True
VT,193,408, no, yes,17,124,102,2108,2029,81,1725,2051,129,923,123,3,332,1, False
NE,73,415, no, no,0,1983,94,3371,2793,101,2374,1462,87,658,148,8,4,3, False
VA,62,408, no, no,0,1728,101,2938,2048,97,1741,2408,90,1084,91,8,246,2, False
DE,30,415, no, yes,30,2174,74,3696,2138,86,1817,2272,104,1022,66,3,178,0, False
AL,60,408, yes, yes,29,2659,113,452,2158,94,1834,1081,82,486,14,12,378,0, True
ID,148,510, no, yes,14,936,137,1591,1938,72,1647,1449,84,652,175,5,473,1, False
MS,96,510, no, no,0,982,100,1669,3072,88,2611,1825,120,821,76,1,205,2, False
OK,52,408, no, no,0,2147,68,365,1586,138,1348,1234,114,555,94,4,254,2, False
NM,87,415, no, no,0,1682,92,2859,2247,100,191,1695,99,763,129,3,348,1, False
WI,41,408, no, no,0,2029,97,3449,1538,104,1307,1135,92,511,9,3,243,3, False
WV,112,415, no, no,0,2614,108,4444,1545,102,1313,1309,90,589,116,2,313,1, False
SC,88,510, no, no,0,733,86,1246,1614,82,1372,2396,76,1078,82,3,221,4, True
KY,122,408, no, yes,27,2537,84,4313,2292,109,1948,1905,123,857,92,5,248,7, False
MO,61,408, no, no,0,45,108,765,1513,74,1286,1529,94,688,98,6,265,2, False
IL,87,510, no, no,0,2313,105,3932,1717,108,1459,677,136,305,13,6,351,1, False
OK,176,408, no, no,0,474,125,806,1678,90,1426,1631,107,734,105,8,284,2, False
MI,30,510, no, no,0,2274,88,3866,1825,100,1551,1917,134,863,125,3,338,0, False
NJ,95,415, no, yes,22,409,126,695,1334,90,1134,2642,91,1189,119,7,321,0, False
ID,46,415, no, no,0,1248,133,2122,1573,143,1337,1993,72,897,86,4,232,2, False
DC,100,510, yes, no,0,685,110,1165,3371,115,2865,2052,99,923,121,9,327,0, False
NY,47,415, no, yes,37,1635,77,278,2031,102,1726,232,87,1044,78,4,211,2, False
AL,77,415, no, no,0,163,112,2771,2191,89,1862,2334,66,105,67,3,181,2, False
OR,98,415, no, yes,38,2137,61,3633,253,104,2151,2077,73,935,107,5,289,2, False
OK,125,415, no, yes,36,2013,117,3422,422,78,359,1257,104,566,54,3,146,1, False
LA,67,510, no, no,0,3104,97,5277,665,123,565,2465,99,1109,92,10,248,4, False
NE,194,408, no, no,0,484,101,823,2811,138,2389,2185,87,983,182,1,491,1, False
TX,128,415, no, yes,40,1712,88,291,1457,109,1238,1968,93,886,14,6,378,1, False
UT,190,415, no, yes,22,1665,93,2831,183,92,1556,121,102,544,85,3,23,0, False
OR,165,415, no, no,0,2166,126,3682,1908,104,1622,2247,123,1011,124,8,335,0, False
NY,59,408, no, no,0,1078,113,1833,2166,125,1841,2175,92,979,99,3,267,2, False
AL,47,408, no, yes,28,1413,94,2402,168,108,1428,1135,84,511,78,2,211,1, False
RI,150,415, no, yes,29,2099,77,3568,158,52,1343,1419,113,639,66,1,178,0, False
MN,152,415, yes, yes,20,2375,120,4038,2534,94,2154,2652,80,1193,142,3,383,9, True
NC,26,415, no, no,0,2345,109,3987,2165,129,184,1916,94,862,35,6,95,3, False
MD,79,510, no, yes,31,1031,90,1753,243,135,2066,764,92,344,122,8,329,3, False
RI,95,510, no, yes,27,1295,106,2202,2489,90,2116,268,115,1206,119,3,321,1, False
WI,69,510, yes, no,0,2798,90,4757,2487,91,2114,171,118,769,84,10,227,2, True
VT,95,510, yes, yes,41,1368,91,2326,2008,61,1707,1337,67,602,103,9,278,5, True
CT,31,415, no, yes,31,1001,54,1702,2463,97,2094,255,131,1148,59,3,159,0, False
OK,121,408, no, yes,31,2371,63,4031,2056,117,1748,1967,85,885,101,5,273,4, False
AK,111,415, no, no,0,1728,58,2938,1831,108,1556,1588,104,715,79,3,213,4, True
NY,157,415, no, no,0,2245,111,3817,2007,99,1706,1166,118,525,115,2,311,2, False
GA,44,510, no, no,0,2881,112,4898,258,92,2193,1924,90,866,102,4,275,3, True
UT,61,510, yes, no,0,782,103,1329,1959,149,1665,108,100,486,101,6,273,2, False
NM,65,415, no, no,0,1487,80,2528,259,94,2202,1495,107,673,127,6,343,2, False
NE,74,415, no, yes,25,1946,84,3308,1199,103,1019,1755,75,79,131,2,354,2, False
NJ,123,408, no, no,0,1595,77,2712,3038,92,2582,2269,120,1021,12,4,324,0, False
TX,58,408, no, yes,20,1945,110,3307,2137,89,1816,2366,92,1065,95,2,257,1, False
MT,74,408, no, no,0,1741,96,296,2511,94,2134,2576,123,1159,83,5,224,2, True
CO,125,415, no, no,0,1318,97,2241,1367,100,1162,3082,119,1387,77,6,208,2, False
VT,80,415, no, no,0,1606,103,273,237,109,2015,2451,88,1103,107,1,289,1, False
RI,53,408, no, yes,18,1468,107,2496,310,84,2635,1787,130,804,72,7,194,0, False
WY,99,408, no, yes,28,2007,88,3412,2642,116,2246,1727,102,777,91,5,246,1, False
